,text,labels,productCode,productName,oldCategory,oldType,productCategory,WRONG,asdadsa,ingredientList
165,"10452237Walmart Hershey's Cookies 'N' Creme White Chocolate Candy Bar, 93 Oz, 6 Count pantry candy & snacks snacks, chips, salsas & dips sugar, vegetable oil (cocoa butter, palm, shea, sunflower , safflower oil), nonfat milk, corn syrup solids, enriched wheat flour (flour, niacin, ferrous sulfate, thiamin mononitrate, riboflavin, and folic acid), milk fat, partially hydrogenated vegetable oil (soybean , cottonseed oil), contains 2% or less of cocoa processed with alkali, whey (milk), chocolate, soy lecithin, high fructose corn syrup, sodium bicarbonate, salt, natural and artificial flavor, tocopherols, to maintain freshness, pgpr, emulsifier",candy & chocolate,10452237Walmart,"Hershey's Cookies 'N' Creme White Chocolate Candy Bar, 93 Oz, 6 Count",pantry,candy & snacks,"snacks, chips, salsas & dips",,candy & chocolate,"sugar, vegetable oil (cocoa butter, palm, shea, sunflower , safflower oil), nonfat milk, corn syrup solids, enriched wheat flour (flour, niacin, ferrous sulfate, thiamin mononitrate, riboflavin, and folic acid), milk fat, partially hydrogenated vegetable oil (soybean , cottonseed oil), contains 2% or less of cocoa processed with alkali, whey (milk), chocolate, soy lecithin, high fructose corn syrup, sodium bicarbonate, salt, natural and artificial flavor, tocopherols, to maintain freshness, pgpr, emulsifier"
166,"10452239Walmart Hershey's Milk Chocolate Bars, 93 Oz, 6 Count pantry candy & snacks snacks, chips, salsas & dips milk chocolate cane sugar, milk, chocolate, cocoa butter, milk fat, lecithin (soy), natural flavor",candy & chocolate,10452239Walmart,"Hershey's Milk Chocolate Bars, 93 Oz, 6 Count",pantry,candy & snacks,"snacks, chips, salsas & dips",,candy & chocolate,"milk chocolate cane sugar, milk, chocolate, cocoa butter, milk fat, lecithin (soy), natural flavor"
167,"10452240Walmart Hershey's Milk Chocolate Candy with Almonds, 87 Oz, 6 Count pantry candy & snacks snacks, chips, salsas & dips milk chocolate cane sugar, milk, chocolate, cocoa butter, milk fat, lecithin (soy), natural flavor, chopped almonds, sunflower oil",candy & chocolate,10452240Walmart,"Hershey's Milk Chocolate Candy with Almonds, 87 Oz, 6 Count",pantry,candy & snacks,"snacks, chips, salsas & dips",,candy & chocolate,"milk chocolate cane sugar, milk, chocolate, cocoa butter, milk fat, lecithin (soy), natural flavor, chopped almonds, sunflower oil"
168,"10452246Walmart Twizzlers Rainbow Twists Licorice Chewy Candy, 124 Oz pantry candy & snacks snacks, chips, salsas & dips corn syrup, enriched wheat flour flour, niacin, ferrous sulfate, thiamin mononitrate, riboflavin, folic acid, sugar, contains 2% or less of palm oil, glyceryl monostearate, salt, cornstarch, glycerin, natural flavor and artificial flavor, citric acid, artificial color red 40, blue 1, yellow 6, yellow 5, potassium sorbate, preservative, mineral oil, carnauba wax",candy & chocolate,10452246Walmart,"Twizzlers Rainbow Twists Licorice Chewy Candy, 124 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,candy & chocolate,"corn syrup, enriched wheat flour flour, niacin, ferrous sulfate, thiamin mononitrate, riboflavin, folic acid, sugar, contains 2% or less of palm oil, glyceryl monostearate, salt, cornstarch, glycerin, natural flavor and artificial flavor, citric acid, artificial color red 40, blue 1, yellow 6, yellow 5, potassium sorbate, preservative, mineral oil, carnauba wax"
169,"10452388Walmart Rico's Gourmet Nacho Cheese Sauce, 107 Oz pantry candy & snacks snacks, chips, salsas & dips cheese whey, water, modified corn starch, vegetable oil (contains one or more of canola oil, soybean oil, sunflower oil), cheddar cheese (pasteurized milk, cheese culture, salt, enzymes, annatto), salt, contains less than 1% of monosodium glutamate, jalapeno peppers, sodium phosphate, distilled vinegar, sodium hexametaphosphate, anhydrous milkfat, sodium stearoyl lactylate, lactic acid, tomato paste, natural flavors, citric acid, nonfat dry milk, yellow 6, yellow 5, caramel color, annatto color, turmeric (c",miscellaneous snacks,10452388Walmart,"Rico's Gourmet Nacho Cheese Sauce, 107 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,miscellaneous snacks,"cheese whey, water, modified corn starch, vegetable oil (contains one or more of canola oil, soybean oil, sunflower oil), cheddar cheese (pasteurized milk, cheese culture, salt, enzymes, annatto), salt, contains less than 1% of monosodium glutamate, jalapeno peppers, sodium phosphate, distilled vinegar, sodium hexametaphosphate, anhydrous milkfat, sodium stearoyl lactylate, lactic acid, tomato paste, natural flavors, citric acid, nonfat dry milk, yellow 6, yellow 5, caramel color, annatto color, turmeric (c"
170,"10452474Walmart Great Value Dried Apples, 45 Oz pantry candy & snacks snacks, chips, salsas & dips apples, sodium metabisulfite (to preserve color), sunflower oil","nuts, seeds & dried fruit",10452474Walmart,"Great Value Dried Apples, 45 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,"nuts, seeds & dried fruit ","apples, sodium metabisulfite (to preserve color), sunflower oil"
171,"10452488Walmart Great Value Dried Apricots, 6 Oz pantry candy & snacks snacks, chips, salsas & dips dried apricots, sunflower oil, sulfur dioxide , sodium bisulfite , potassium sorbate added as preservatives, adds a trivial amount of fat","nuts, seeds & dried fruit",10452488Walmart,"Great Value Dried Apricots, 6 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,"nuts, seeds & dried fruit ","dried apricots, sunflower oil, sulfur dioxide , sodium bisulfite , potassium sorbate added as preservatives, adds a trivial amount of fat"
172,"10452786Walmart Whoppers Malted Milk Balls Chocolate Candy, 5 Oz pantry candy & snacks snacks, chips, salsas & dips sugar, corn syrup solids, whey (milk), hydrogenated palm kernel oil, palm kernel oil, corn syrup, cocoa, malted milk barley malt, wheat flour, milk, salt, baking soda, sorbitan tristearate, lecithin (soy), confectioner's glaze, salt, artificial flavor, tapioca dextrin, calcium carbonate",candy & chocolate,10452786Walmart,"Whoppers Malted Milk Balls Chocolate Candy, 5 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,candy & chocolate,"sugar, corn syrup solids, whey (milk), hydrogenated palm kernel oil, palm kernel oil, corn syrup, cocoa, malted milk barley malt, wheat flour, milk, salt, baking soda, sorbitan tristearate, lecithin (soy), confectioner's glaze, salt, artificial flavor, tapioca dextrin, calcium carbonate"
173,"10452788Walmart Whoppers Malted Milk Balls Chocolate Candy, 12 Oz pantry candy & snacks snacks, chips, salsas & dips sugar, corn syrup, partially hydrogenated palm kernel oil, whey (milk), malted milk (barley malt, wheat flour, milk, salt, sodium bicarbonate), cocoa, contains 2% or less of resinous glaze, sorbitan tristearate, soy lecithin, salt, natural and artificial flavor, calcium carbonate, tapioca dextrin",candy & chocolate,10452788Walmart,"Whoppers Malted Milk Balls Chocolate Candy, 12 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,candy & chocolate,"sugar, corn syrup, partially hydrogenated palm kernel oil, whey (milk), malted milk (barley malt, wheat flour, milk, salt, sodium bicarbonate), cocoa, contains 2% or less of resinous glaze, sorbitan tristearate, soy lecithin, salt, natural and artificial flavor, calcium carbonate, tapioca dextrin"
174,"10452791Walmart Jolly Rancher Assortment Hard Candy, 7 Oz pantry candy & snacks snacks, chips, salsas & dips corn syrup, sugar, contains 2% or less of malic acid, natural flavor and artificial flavor, artificial color red 40, yellow 5, blue 1, yellow 6, mineral oil, lecithin (soy)",candy & chocolate,10452791Walmart,"Jolly Rancher Assortment Hard Candy, 7 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,candy & chocolate,"corn syrup, sugar, contains 2% or less of malic acid, natural flavor and artificial flavor, artificial color red 40, yellow 5, blue 1, yellow 6, mineral oil, lecithin (soy)"
175,"10452880Walmart 5 SugarFree Peppermint Cobalt Flavor Gum, 15 Pieces, 3 Count pantry candy & snacks snacks, chips, salsas & dips sorbitol, gum base, glycerol, mannitol, natural and artificial flavors, less than 2% of hydrogenated starch hydrolysate, aspartame, acesulfame k, colors (yellow 5 lake, blue 1 lake, yellow 5, blue 1), soy lecithin, bht (to maintain freshness)",candy & chocolate,10452880Walmart,"5 SugarFree Peppermint Cobalt Flavor Gum, 15 Pieces, 3 Count",pantry,candy & snacks,"snacks, chips, salsas & dips",,candy & chocolate,"sorbitol, gum base, glycerol, mannitol, natural and artificial flavors, less than 2% of hydrogenated starch hydrolysate, aspartame, acesulfame k, colors (yellow 5 lake, blue 1 lake, yellow 5, blue 1), soy lecithin, bht (to maintain freshness)"
176,"10452882Walmart 5 SugarFree Spearmint Rain Flavor Gum, 15 Pieces, 3 Count pantry candy & snacks snacks, chips, salsas & dips made of sorbitol, gum base, glycerol, natural and artificial flavors, less than 2% of hydrogenated starch hydrolysate, aspartame, mannitol, acesulfame k, soy lecithin, color (blue 1 lake), bht (to maintain freshness)",candy & chocolate,10452882Walmart,"5 SugarFree Spearmint Rain Flavor Gum, 15 Pieces, 3 Count",pantry,candy & snacks,"snacks, chips, salsas & dips",,candy & chocolate,"made of sorbitol, gum base, glycerol, natural and artificial flavors, less than 2% of hydrogenated starch hydrolysate, aspartame, mannitol, acesulfame k, soy lecithin, color (blue 1 lake), bht (to maintain freshness)"
177,"10452889Walmart Orbit SugarFree Sweet Mint Flavor Gum, 14 Pieces, 3 Count pantry candy & snacks snacks, chips, salsas & dips sorbitol, gum base, glycerol, natural and artificial flavors, less than 2% ofhydrogenated starch hydrolysate, aspartame, mannitol, acesulfame k, soy lecithin, xylitol, colors (blue 1 lake, beta-carotene), bht (to maintain freshness)",candy & chocolate,10452889Walmart,"Orbit SugarFree Sweet Mint Flavor Gum, 14 Pieces, 3 Count",pantry,candy & snacks,"snacks, chips, salsas & dips",,candy & chocolate,"sorbitol, gum base, glycerol, natural and artificial flavors, less than 2% ofhydrogenated starch hydrolysate, aspartame, mannitol, acesulfame k, soy lecithin, xylitol, colors (blue 1 lake, beta-carotene), bht (to maintain freshness)"
178,"10452890Walmart Orbit SugarFree Spearmint Flavor Gum, 14 Pieces, 3 Count pantry candy & snacks snacks, chips, salsas & dips sorbitol, gum base, glycerol, natural and artificial flavors, less than 2% of hydrogenated starch hydrolysate, aspartame, mannitol, acesulfame k, soy lecithin, colors (red 40, red 40 lake, yellow 6), xylitol, bht (to maintain freshness)",candy & chocolate,10452890Walmart,"Orbit SugarFree Spearmint Flavor Gum, 14 Pieces, 3 Count",pantry,candy & snacks,"snacks, chips, salsas & dips",,candy & chocolate,"sorbitol, gum base, glycerol, natural and artificial flavors, less than 2% of hydrogenated starch hydrolysate, aspartame, mannitol, acesulfame k, soy lecithin, colors (red 40, red 40 lake, yellow 6), xylitol, bht (to maintain freshness)"
179,"10452892Walmart Orbit SugarFree Wintermint Flavor Gum, 14 Pieces, 3 Count pantry candy & snacks snacks, chips, salsas & dips sorbitol, gum base, glycerol, natural and artificial flavors, less than 2% of hydrogenated starch hydrolysate, soy lecithin, aspartame, mannitol, acesulfame k, xylitol, bht (to maintain freshness), colors (red 40, red 40 lake, yellow 6)",candy & chocolate,10452892Walmart,"Orbit SugarFree Wintermint Flavor Gum, 14 Pieces, 3 Count",pantry,candy & snacks,"snacks, chips, salsas & dips",,candy & chocolate,"sorbitol, gum base, glycerol, natural and artificial flavors, less than 2% of hydrogenated starch hydrolysate, soy lecithin, aspartame, mannitol, acesulfame k, xylitol, bht (to maintain freshness), colors (red 40, red 40 lake, yellow 6)"
180,"10452893Walmart Orbit SugarFree Bubblemint Flavor Gum, 14 Pieces, 3 Count pantry candy & snacks snacks, chips, salsas & dips sugar, gum arabic, natural and artificial flavors, gelatin, colors (blue 1, yellow 5)",candy & chocolate,10452893Walmart,"Orbit SugarFree Bubblemint Flavor Gum, 14 Pieces, 3 Count",pantry,candy & snacks,"snacks, chips, salsas & dips",,candy & chocolate,"sugar, gum arabic, natural and artificial flavors, gelatin, colors (blue 1, yellow 5)"
181,"10452896Walmart Wrigley's Freedent Spearmint Flavor Gum, 5 Pieces, 8 Count pantry candy & snacks snacks, chips, salsas & dips sugar, gum base, corn syrup, less than 2% of glycerol, natural and artificial flavors, sorbitol, soy lecithin, aspartame, acesulfame k, bht (to maintain freshness)",candy & chocolate,10452896Walmart,"Wrigley's Freedent Spearmint Flavor Gum, 5 Pieces, 8 Count",pantry,candy & snacks,"snacks, chips, salsas & dips",,candy & chocolate,"sugar, gum base, corn syrup, less than 2% of glycerol, natural and artificial flavors, sorbitol, soy lecithin, aspartame, acesulfame k, bht (to maintain freshness)"
182,"10452953Walmart Starburst Original Fruit Chewy Candy Party Size, 41 Oz pantry candy & snacks snacks, chips, salsas & dips corn syrup, sugar, hydrogenated palm kernel oil, fruit juice from concentrate (apple, lemon, strawberry, orange, cherry), less than 2% of citric acid, dextrin, gelatin, food starch-modified, natural and artificial flavors, ascorbic acid (vitamin c), coloring (red 40, yellow 5, yellow 6, blue 1)",candy & chocolate,10452953Walmart,"Starburst Original Fruit Chewy Candy Party Size, 41 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,candy & chocolate,"corn syrup, sugar, hydrogenated palm kernel oil, fruit juice from concentrate (apple, lemon, strawberry, orange, cherry), less than 2% of citric acid, dextrin, gelatin, food starch-modified, natural and artificial flavors, ascorbic acid (vitamin c), coloring (red 40, yellow 5, yellow 6, blue 1)"
183,"10452954Walmart Skittles Original Fruity Candy Party Size, 41 Oz pantry candy & snacks snacks, chips, salsas & dips made of sugar, corn syrup, hydrogenated palm kernel oil, less than 2% of citric acid, tapioca dextrin, modified corn starch, natural and artificial flavors, colors (red 40 lake, titanium dioxide, red 40, yellow 5 lake, yellow 5, yellow 6 lake, yellow 6, blue 2 lake, blue 1, blue 1 lake), sodium citrate, carnauba wax",candy & chocolate,10452954Walmart,"Skittles Original Fruity Candy Party Size, 41 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,candy & chocolate,"made of sugar, corn syrup, hydrogenated palm kernel oil, less than 2% of citric acid, tapioca dextrin, modified corn starch, natural and artificial flavors, colors (red 40 lake, titanium dioxide, red 40, yellow 5 lake, yellow 5, yellow 6 lake, yellow 6, blue 2 lake, blue 1, blue 1 lake), sodium citrate, carnauba wax"
184,"104746862Walmart Pringles Jalapeno Potato Crisps, 55 Oz pantry candy & snacks snacks, chips, salsas & dips dried potatoes, vegetable oil (contains one or more of the following corn oil, cottonseed oil, soybean oil , sunflower oil), degerminated yellow corn flour, cornstarch, rice flour, maltodextrin, mono- and diglycerides, contains 2% or less of salt, dextrose, monosodium glutamate, whey, onion powder, citric acid, spices, natural and artificial flavors, autolyzed yeast extract, tomato powder, garlic powder, torula yeast, sugar, lactic acid, sodium diacetate, disodium inosinate, disodium guanylate, paprika extr",chips,104746862Walmart,"Pringles Jalapeno Potato Crisps, 55 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,chips,"dried potatoes, vegetable oil (contains one or more of the following corn oil, cottonseed oil, soybean oil , sunflower oil), degerminated yellow corn flour, cornstarch, rice flour, maltodextrin, mono- and diglycerides, contains 2% or less of salt, dextrose, monosodium glutamate, whey, onion powder, citric acid, spices, natural and artificial flavors, autolyzed yeast extract, tomato powder, garlic powder, torula yeast, sugar, lactic acid, sodium diacetate, disodium inosinate, disodium guanylate, paprika extr"
